network,subject,time,value
Central Executive,sub15,37,-0.15922686555926738
Central Executive,sub15,38,-0.25661618189827784
Central Executive,sub15,39,-0.09805743946314525
Central Executive,sub15,40,-0.400587020635482
Central Executive,sub15,41,0.13005158709556966
Central Executive,sub15,42,0.12241230868776685
Central Executive,sub15,43,-0.060223076537933545
Central Executive,sub15,44,0.08592512846332961
Central Executive,sub15,45,-0.030084260733226422
Central Executive,sub15,46,0.2646574482233925
Central Executive,sub15,47,0.40763902457621615
Central Executive,sub15,48,0.016542862292882633
Central Executive,sub15,49,-0.32362608247269864
Central Executive,sub15,50,-0.3169725411343717
Central Executive,sub15,51,0.12546626512151976
Central Executive,sub15,52,0.09198790844499058
Central Executive,sub15,53,0.18400377278663188
Central Executive,sub15,54,0.05117243984629857
Central Executive,sub15,55,0.20586736056087984
Central Executive,sub15,56,0.06777274599811198
Central Executive,sub15,57,0.1361738542258372
Central Executive,sub15,58,-0.17158923895064812
Central Executive,sub15,59,0.09198790844499058
Central Executive,sub15,60,-0.013534660984109013
Central Executive,sub15,61,-0.018047071817921985
Central Executive,sub15,62,0.04514342333605017
Central Executive,sub15,63,0.04514342333605017
Central Executive,sub15,64,-0.07079472697714252
Central Executive,sub15,65,-0.04062383613643987
Central Executive,sub15,66,-0.1423062838698098
Central Executive,sub15,67,-0.08441043478752605
Central Executive,sub15,68,-0.04514342333605019
Central Executive,sub15,69,-0.04062383613643987
Central Executive,sub15,70,-0.4076390245762161
Central Executive,sub15,71,0.15922686555926738
Central Executive,sub15,72,-0.17004117442265637
Central Executive,sub15,73,-0.08441043478752605
Central Executive,sub15,74,-0.022560217640234713
Central Executive,sub15,75,-0.31200017816808984
Central Executive,sub15,76,-0.04062383613643987
Central Executive,sub15,77,0.1423062838698099
Central Executive,sub15,78,0.21529602909279313
Central Executive,sub15,79,0.29717126505292346
Central Executive,sub15,80,0.04062383613643989
Central Executive,sub15,81,0.18089502230275134
Default Mode,sub01,0,-0.14844936377835247
Default Mode,sub01,1,-0.13311148064589695
Default Mode,sub01,2,-0.2105770827026997
Default Mode,sub01,3,-0.17468782072856037
Default Mode,sub01,4,-0.3590317659122399
Default Mode,sub01,5,-0.0075189386822702795
Default Mode,sub01,6,-0.07381799940303234
Default Mode,sub01,7,0.11631114763437675
Default Mode,sub01,8,0.8717371140342965
Default Mode,sub01,9,-0.3053934873730231
Default Mode,sub01,10,-0.06626222229932432
Default Mode,sub01,11,0.17313811835891693
Default Mode,sub01,12,0.11631114763437675
Default Mode,sub01,13,0.06626222229932435
Default Mode,sub01,14,0.21214902822062826
Default Mode,sub01,15,-0.13464235365603244
Default Mode,sub01,16,0.06022307653793353
Default Mode,sub01,17,0.09198790844499058
Default Mode,sub01,18,-0.02857920691997426
Default Mode,sub01,19,-0.1361738542258372
Default Mode,sub01,20,-0.1423062838698098
Default Mode,sub01,21,-0.32696323370333197
Default Mode,sub01,22,-0.28572512279121276
Default Mode,sub01,23,-0.12699411333265406
Default Mode,sub01,24,-0.4023464539297263
Default Mode,sub01,25,-0.02857920691997426
Default Mode,sub01,26,0.3471376061322219
Default Mode,sub01,27,-0.1855594642417339
Default Mode,sub01,28,-0.19179119842932832
Default Mode,sub01,29,-0.024064794722711204
Default Mode,sub01,30,-0.3286344464475217
Default Mode,sub01,31,-0.35052618003352926
Default Mode,sub01,32,-0.0015037605319776642
Default Mode,sub01,33,0.018047071817921947
Default Mode,sub01,34,0.058713992528971914
Default Mode,sub01,35,-0.0783554523317045
Default Mode,sub01,36,0.2168711021025129
Default Mode,sub01,37,0.41828982208358967
Default Mode,sub01,38,0.4344368351845805
Default Mode,sub01,39,-0.09350464040316696
Default Mode,sub01,40,0.3831195322826407
Default Mode,sub01,41,0.18244896155958218
Default Mode,sub01,42,0.34883093045723607
Default Mode,sub01,43,0.22318208547476215
Default Mode,sub01,44,0.47484450613800155
Default Mode,sub01,45,0.6676905029733186
Default Mode,sub01,46,0.5363572134747687
Default Mode,sub01,47,0.4111794560199756
Default Mode,sub01,48,0.4094080245301286
Default Mode,sub01,49,0.43263228358982914
Default Mode,sub01,50,0.4380539596114486
Default Mode,sub01,51,0.21529602909279313
Default Mode,sub01,52,0.13923876836135463
Default Mode,sub01,53,0.24062947373884902
Default Mode,sub01,54,0.22476254895109743
Default Mode,sub01,55,0.3004554139839189
Default Mode,sub01,56,0.025569480745593707
Default Mode,sub01,57,0.24222259854294334
Default Mode,sub01,58,0.06626222229932435
Default Mode,sub01,59,0.02857920691997431
Default Mode,sub01,60,0.1855594642417339
Default Mode,sub01,61,0.2743514174596328
Default Mode,sub01,62,0.3120001781680899
Default Mode,sub01,63,0.1515250513400474
Default Mode,sub01,64,0.23109554475447092
Default Mode,sub01,65,0.326963233703332
Default Mode,sub01,66,0.18089502230275134
Default Mode,sub01,67,0.08744021554963324
Default Mode,sub01,68,0.19335141582632073
Default Mode,sub01,69,0.19335141582632073
Default Mode,sub01,70,0.02857920691997431
Default Mode,sub01,71,0.1607694502041151
Default Mode,sub01,72,0.251807027025215
Default Mode,sub01,73,-0.3103460506722615
Default Mode,sub01,74,0.16540178966957236
Default Mode,sub01,75,0.3539225071978188
Default Mode,sub01,76,0.4599889287314819
Default Mode,sub01,77,0.4711124859045695
Default Mode,sub01,78,0.6297713277403733
Default Mode,sub01,79,0.013534660984108954
Default Mode,sub01,80,0.22476254895109743
Default Mode,sub01,81,-0.03911768469506753
Default Mode,sub02,0,0.2027325540540821
Default Mode,sub02,1,0.19179119842932826
Default Mode,sub02,2,-0.17468782072856037
Default Mode,sub02,3,0.10261429424702471
Default Mode,sub02,4,-0.19335141582632073
Default Mode,sub02,5,-0.20429946226216797
Default Mode,sub02,6,-0.11478722082225012
Default Mode,sub02,7,-0.03158945081076584
Default Mode,sub02,8,0.24222259854294334
Default Mode,sub02,9,0.5808848651857014
Default Mode,sub02,10,0.1407721971312868
Default Mode,sub02,11,0.05418831516707479
Default Mode,sub02,12,-0.3086935673392049
Default Mode,sub02,13,-0.31200017816808984
Default Mode,sub02,14,0.03309478399236492
Default Mode,sub02,15,0.15306395912126622
Default Mode,sub02,16,-0.012030655580058603
Default Mode,sub02,17,0.15768503199147377
Default Mode,sub02,18,0.21372200741346978
Default Mode,sub02,19,-0.17158923895064812
Default Mode,sub02,20,-0.24381693031100313
Default Mode,sub02,21,-0.34038330299519565
Default Mode,sub02,22,-0.6931471805599453
Default Mode,sub02,23,-0.5523182016357453
Default Mode,sub02,24,0.20586736056087984
Default Mode,sub02,25,0.13923876836135463
Default Mode,sub02,26,-0.0783554523317045
Default Mode,sub02,27,-0.0015037605319776642
Default Mode,sub02,28,-0.24541247852966053
Default Mode,sub02,29,-0.03911768469506753
Default Mode,sub02,30,-0.20429946226216797
Default Mode,sub02,31,0.07835545233170449
Default Mode,sub02,32,-0.07986864326794899
Default Mode,sub02,33,0.17934194678441098
Default Mode,sub02,34,0.06626222229932435
Default Mode,sub02,35,-0.3252937830705747
Default Mode,sub02,36,-0.251807027025215
Default Mode,sub02,37,0.016542862292882633
Default Mode,sub02,38,-0.01052670459891619
Default Mode,sub02,39,-0.3219601198973973
Default Mode,sub02,40,-0.4094080245301286
Default Mode,sub02,41,-0.32029588339597875
Default Mode,sub02,42,-0.5051598407612155
Default Mode,sub02,43,-0.5148097085905791
Default Mode,sub02,44,-0.04966485430775748
Default Mode,sub02,45,0.1700411744226563
Default Mode,sub02,46,-0.04062383613643987
Default Mode,sub02,47,-0.22792680026048875
Default Mode,sub02,48,0.12241230868776685
Default Mode,sub02,49,0.17778972679864774
Default Mode,sub02,50,-0.15306395912126627
Default Mode,sub02,51,0.2646574482233925
Default Mode,sub02,52,0.49369332677894257
Default Mode,sub02,53,0.057205175588872156
Default Mode,sub02,54,-0.018047071817921985
Default Mode,sub02,55,-0.07986864326794899
Default Mode,sub02,56,0.02857920691997431
Default Mode,sub02,57,0.12088618557385147
Default Mode,sub02,58,0.14384103622589042
Default Mode,sub02,59,0.02857920691997431
Default Mode,sub02,60,-0.26465744822339254
Default Mode,sub02,61,-0.400587020635482
Default Mode,sub02,62,-0.14844936377835247
Default Mode,sub02,63,-0.25020651734676524
Default Mode,sub02,64,-0.19023190295137357
Default Mode,sub02,65,-0.07230619825445406
Default Mode,sub02,66,-0.034600267121691244
Default Mode,sub02,67,0.28409595810279303
Default Mode,sub02,68,0.031589450810765834
Default Mode,sub02,69,-0.22160271804550566
Default Mode,sub02,70,0.07230619825445406
Default Mode,sub02,71,-0.28572512279121276
Default Mode,sub02,72,-0.2598287378169097
Default Mode,sub02,73,-0.14077219713128683
Default Mode,sub02,74,-0.060223076537933545
Default Mode,sub02,75,-0.42544040470057676
Default Mode,sub02,76,-0.2759719353477317
Default Mode,sub02,77,0.14384103622589042
Default Mode,sub02,78,0.05268025782891307
Default Mode,sub02,79,0.2988125569512034
Default Mode,sub02,80,-0.0632420735545598
Default Mode,sub02,81,-0.4308303821937824
Default Mode,sub03,0,0.019551363006871304
Default Mode,sub03,1,-0.10109488000533996
Default Mode,sub03,2,0.15768503199147377
Default Mode,sub03,3,-0.013534660984109013
Default Mode,sub03,4,0.09957593081716458
Default Mode,sub03,5,0.2808420204997408
Default Mode,sub03,6,-0.23903754645095265
Default Mode,sub03,7,0.03008426073322635
Default Mode,sub03,8,-0.02857920691997426
Default Mode,sub03,9,-0.13005158709556966
Default Mode,sub03,10,-0.3086935673392049
Default Mode,sub03,11,-0.4094080245301286
Default Mode,sub03,12,-0.22476254895109748
Default Mode,sub03,13,0.1377059899299833
Default Mode,sub03,14,-0.28898789716892986
Default Mode,sub03,15,-0.060223076537933545
Default Mode,sub03,16,0.049664854307757474
Default Mode,sub03,17,-0.13923876836135465
Default Mode,sub03,18,-0.06475200047727019
Default Mode,sub03,19,0.17313811835891693
Default Mode,sub03,20,-0.3353371623539433
Default Mode,sub03,21,-0.5624249594424834
Default Mode,sub03,22,-0.09957593081716454
Default Mode,sub03,23,-0.10869674659580557
Default Mode,sub03,24,0.06475200047727013
Default Mode,sub03,25,0.11326382464922506
Default Mode,sub03,26,-0.2955315272233328
Default Mode,sub03,27,-0.3761950070614029
Default Mode,sub03,28,-0.060223076537933545
Default Mode,sub03,29,-0.17158923895064812
Default Mode,sub03,30,-0.1980376838791627
Default Mode,sub03,31,-0.19960167344209404
Default Mode,sub03,32,-0.03610590704649421
Default Mode,sub03,33,0.021055742675063424
Default Mode,sub03,34,0.09502180144393244
Default Mode,sub03,35,-0.11478722082225012
Default Mode,sub03,36,-0.030084260733226422
Default Mode,sub03,37,-0.09047159841191665
Default Mode,sub03,38,0.24381693031100313
Default Mode,sub03,39,-0.12852255149494562
Default Mode,sub03,40,0.10261429424702471
Default Mode,sub03,41,0.21057708270269967
Default Mode,sub03,42,-0.1777897267986477
Default Mode,sub03,43,0.21844723531922833
Default Mode,sub03,44,-0.13923876836135465
Default Mode,sub03,45,0.03008426073322635
Default Mode,sub03,46,-0.06928357855932239
Default Mode,sub03,47,0.43263228358982914
Default Mode,sub03,48,0.10717539968311562
Default Mode,sub03,49,-0.034600267121691244
Default Mode,sub03,50,-0.021055742675063424
Default Mode,sub03,51,-0.2759719353477317
Default Mode,sub03,52,-0.4076390245762161
Default Mode,sub03,53,-0.01052670459891619
Default Mode,sub03,54,-0.015038727618638918
Default Mode,sub03,55,-0.49369332677894257
Default Mode,sub03,56,-0.3086935673392049
Default Mode,sub03,57,0.007518938682270251
Default Mode,sub03,58,0.0421301718088699
Default Mode,sub03,59,-0.09047159841191665
Default Mode,sub03,60,0.2694982503663434
Default Mode,sub03,61,0.05569661877880616
Default Mode,sub03,62,-0.11936062262803965
Default Mode,sub03,63,-0.015038727618638918
Default Mode,sub03,64,0.3004554139839189
Default Mode,sub03,65,-0.13770598992998326
Default Mode,sub03,66,-0.2938933324510595
Default Mode,sub03,67,-0.14844936377835247
Default Mode,sub03,68,-0.03610590704649421
Default Mode,sub03,69,-0.1026142942470247
Default Mode,sub03,70,0.04665035294859689
Default Mode,sub03,71,-0.01052670459891619
Default Mode,sub03,72,-0.20743625760502996
Default Mode,sub03,73,0.14844936377835247
Default Mode,sub03,74,0.3202958833959787
Default Mode,sub03,75,0.4673926572551596
Default Mode,sub03,76,-0.22002443765256235
Default Mode,sub03,77,-0.15152505134004743
Default Mode,sub03,78,-0.2598287378169097
Default Mode,sub03,79,-0.2137220074134698
Default Mode,sub03,80,-0.009022801234587282
Default Mode,sub03,81,-0.1654017896695724
Default Mode,sub04,0,-0.1423062838698098
Default Mode,sub04,1,0.15768503199147377
Default Mode,sub04,2,-0.07079472697714252
Default Mode,sub04,3,-0.09805743946314525
Default Mode,sub04,4,-0.5483041399906973
Default Mode,sub04,5,-0.24222259854294328
Default Mode,sub04,6,0.15922686555926738
Default Mode,sub04,7,0.31365596134715384
Default Mode,sub04,8,-0.03610590704649421
Default Mode,sub04,9,-0.1254662651215197
Default Mode,sub04,10,-0.25661618189827784
Default Mode,sub04,11,-0.1607694502041151
Default Mode,sub04,12,0.17934194678441098
Default Mode,sub04,13,0.15614394162699055
Default Mode,sub04,14,0.538338605900927
Default Mode,sub04,15,0.7169839152946236
Default Mode,sub04,16,0.08289612742137192
Default Mode,sub04,17,0.15460358661378285
Default Mode,sub04,18,-0.02556948074559368
Default Mode,sub04,19,-0.2598287378169097
Default Mode,sub04,20,-0.19023190295137357
Default Mode,sub04,21,-0.35052618003352926
Default Mode,sub04,22,-0.23426885578161954
Default Mode,sub04,23,0.03911768469506757
Default Mode,sub04,24,0.22476254895109743
Default Mode,sub04,25,0.2646574482233925
Default Mode,sub04,26,0.08441043478752602
Default Mode,sub04,27,-0.2374468072699636
Default Mode,sub04,28,0.10869674659580555
Default Mode,sub04,29,0.3336587790912493
Default Mode,sub04,30,0.10413418077458289
Default Mode,sub04,31,0.01052670459891624
Default Mode,sub04,32,0.20900616208012646
Default Mode,sub04,33,-0.09502180144393249
Default Mode,sub04,34,-0.1315812276387312
Default Mode,sub04,35,-0.3607388435930855
Default Mode,sub04,36,-0.6474114788113656
Default Mode,sub04,37,-0.42186001951965973
Default Mode,sub04,38,0.05418831516707479
Default Mode,sub04,39,0.01503872761863887
Default Mode,sub04,40,-0.06475200047727019
Default Mode,sub04,41,-0.0195513630068713
Default Mode,sub04,42,-0.13005158709556966
Default Mode,sub04,43,-0.06626222229932432
Default Mode,sub04,44,-0.1576850319914738
Default Mode,sub04,45,0.5483041399906973
Default Mode,sub04,46,0.16540178966957236
Default Mode,sub04,47,-0.24381693031100313
Default Mode,sub04,48,-0.5463031323039488
Default Mode,sub04,49,-0.0587139925289719
Default Mode,sub04,50,0.6039433518235362
Default Mode,sub04,51,0.642968371088683
Default Mode,sub04,52,0.11174095177105177
Default Mode,sub04,53,0.31034605067226145
Default Mode,sub04,54,0.917709482143975
Default Mode,sub04,55,0.5167502686814679
Default Mode,sub04,56,0.5343796627592143
Default Mode,sub04,57,0.031589450810765834
Default Mode,sub04,58,0.013534660984108954
Default Mode,sub04,59,-0.19023190295137357
Default Mode,sub04,60,0.05268025782891307
Default Mode,sub04,61,0.2295106062885632
Default Mode,sub04,62,-0.07684261940675154
Default Mode,sub04,63,-0.14537646186767753
Default Mode,sub04,64,-0.29225666977857495
Default Mode,sub04,65,-0.9912497982438025
Default Mode,sub04,66,-0.08441043478752605
Default Mode,sub04,67,0.01503872761863887
Default Mode,sub04,68,0.1700411744226563
Default Mode,sub04,69,0.06475200047727013
Default Mode,sub04,70,0.41828982208358967
Default Mode,sub04,71,0.2295106062885632
Default Mode,sub04,72,0.06626222229932435
Default Mode,sub04,73,0.24381693031100313
Default Mode,sub04,74,0.3624479394372628
Default Mode,sub04,75,-0.11021859485823339
Default Mode,sub04,76,-0.17468782072856037
Default Mode,sub04,77,0.12393899939116247
Default Mode,sub04,78,-0.004511308799818765
Default Mode,sub04,79,0.1607694502041151
Default Mode,sub04,80,0.012030655580058646
Default Mode,sub04,81,0.17468782072856034
Default Mode,sub05,0,0.2598287378169096
Default Mode,sub05,1,0.2694982503663434
Default Mode,sub05,2,0.2824682608706514
Default Mode,sub05,3,-0.1026142942470247
Default Mode,sub05,4,-0.2759719353477317
Default Mode,sub05,5,0.006015110138271031
Default Mode,sub05,6,0.4599889287314819
Default Mode,sub05,7,0.11326382464922506
Default Mode,sub05,8,-0.07986864326794899
Default Mode,sub05,9,0.7541090947211526
Default Mode,sub05,10,0.40587244010625256
Default Mode,sub05,11,0.016542862292882633
Default Mode,sub05,12,0.23426885578161957
Default Mode,sub05,13,0.21529602909279313
Default Mode,sub05,14,0.009022801234587277
Default Mode,sub05,15,0.42544040470057676
Default Mode,sub05,16,-0.25661618189827784
Default Mode,sub05,17,-0.3169725411343717
Default Mode,sub05,18,-0.11631114763437674
Default Mode,sub05,19,0.37792288738775465
Default Mode,sub05,20,-0.5483041399906973
Default Mode,sub05,21,0.02406479472271121
Default Mode,sub05,22,0.3252937830705747
Default Mode,sub05,23,0.06022307653793353
Default Mode,sub05,24,0.03309478399236492
Default Mode,sub05,25,0.16385690433006897
Default Mode,sub05,26,0.6297713277403733
Default Mode,sub05,27,0.4994114090298694
Default Mode,sub05,28,0.25501184955196476
Default Mode,sub05,29,0.15922686555926738
Default Mode,sub05,30,-0.10109488000533996
Default Mode,sub05,31,0.09957593081716458
Default Mode,sub05,32,-0.4147296783425148
Default Mode,sub05,33,-0.23903754645095265
Default Mode,sub05,34,-0.2105770827026997
Default Mode,sub05,35,0.031589450810765834
Default Mode,sub05,36,0.2743514174596328
Default Mode,sub05,37,0.012030655580058646
Default Mode,sub05,38,0.2566161818982779
Default Mode,sub05,39,0.05268025782891307
Default Mode,sub05,40,-0.41828982208358967
Default Mode,sub05,41,-0.26949825036634345
Default Mode,sub05,42,0.17623835416507772
Default Mode,sub05,43,-0.03911768469506753
Default Mode,sub05,44,-0.11936062262803965
Default Mode,sub05,45,0.019551363006871304
Default Mode,sub05,46,0.24700925272480465
Default Mode,sub05,47,0.19335141582632073
Default Mode,sub05,48,-0.034600267121691244
Default Mode,sub05,49,-0.35562361110178164
Default Mode,sub05,50,-0.36758747218393634
Default Mode,sub05,51,-0.1132638246492251
Default Mode,sub05,52,0.0
Default Mode,sub05,53,0.4398665680701786
Default Mode,sub05,54,0.0617324345619072
Default Mode,sub05,55,0.021055742675063424
Default Mode,sub05,56,0.09805743946314527
Default Mode,sub05,57,0.07835545233170449
Default Mode,sub05,58,0.2295106062885632
Default Mode,sub05,59,-0.14537646186767753
Default Mode,sub05,60,-0.0919879084449906
